item_id,relative,line_start,line_end,historical_status,verdict,reason,current_independent_evidence,original_text
FFH-0247,SKILL.md,37,40,historical_requirement_or_finding,contradicted,正文companies-only containment与实际RootPolicySnapshot多根允许矛盾；不能让agent据旧文字误拒外部root。,scripts/filing_contracts.py:validate_handle; tests/test_policy_containment_fc501.py; SKILL.md:139–146,"6. **Validate handle** — before returning, the handle is deeply validated:
   required fields, path containment inside `companies/`, lowercase SHA-256,
   HTTPS URL, byte-size consistency, file content hash, published-date ≤
   as-of-date."
FFH-0248,SKILL.md,44,45,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Unknown request fields are rejected (callers cannot silently depend on
  ineffective modifiers)."
FFH-0249,SKILL.md,46,47,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- An explicit `entity`/`security_id` without `company_query` is rejected —
  every request must go through verified-active identity."
FFH-0250,SKILL.md,48,49,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- `capture_ready` without every required field (canonical_path, snapshot_sha256,
  https_url, published_date, provider, …) is rejected."
FFH-0251,SKILL.md,50,52,historical_requirement_or_finding,contradicted,正文companies-only containment与实际RootPolicySnapshot多根允许矛盾；不能让agent据旧文字误拒外部root。,scripts/filing_contracts.py:validate_handle; tests/test_policy_containment_fc501.py; SKILL.md:139–146,"- A handle whose `canonical_path` escapes the `companies/` subtree, whose
  SHA-256 does not match the canonical file, whose URL is not HTTPS, or whose
  `published_date` is after the request `as_of_date` is rejected."
FFH-0252,SKILL.md,53,54,historical_requirement_or_finding,contradicted,整体deadline保证被当前独立clock反例推翻。,tests/pure_probes.json; pure_probes.py,"- The overall deadline is enforced with `--timeout-seconds`; each subprocess
  only receives the remaining time."
FFH-0253,SKILL.md,55,56,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Unknown upstream response schemas, non-JSON stdout, or non-object responses
  fail closed."
FFH-0254,SKILL.md,60,70,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","Read the request from stdin (or `--request-file`). Default is **read-only
reuse**; add `--allow-download` only when a missing filing should actually be
fetched.  Use `--timeout-seconds` to set an overall deadline (default 900).
Downloads pause the company-wiki background worker around the fetch and resume
it afterwards; `--no-pause-worker` restores the legacy behavior (downloads can
then be blocked by the worker's catalog lock for up to the deadline).
`--worker-graceful-timeout-seconds` (default 5) is the graceful stop window
before `worker-pause` force-kills, and `--worker-resume-wait-seconds` (default 5)
is how long `worker-resume` waits for the worker to come back.
Add `--debug` to include the per-candidate exclusion trace in a `not_found`
error response (see Notes)."
FFH-0255,SKILL.md,72,80,historical_requirement_or_finding,not_applicable,示例是调用方式，不是执行结果；不能将示例请求视为已跑通或用户本轮授权。,示例语义核对；本轮未执行示例下载,"```bash
# Reuse-only: returns the handle if the filing exists, else exit 2.
echo '{""schema_version"":""1.1"",""company_query"":""AMD"",""document_kind"":""annual_report"",""fiscal_year"":2025,""as_of_date"":""2026-07-18""}' \
  | python scripts/fetch_filing.py --timeout-seconds 300

# Authorized download:
echo '{""schema_version"":""1.1"",""company_query"":""贵州茅台"",""market"":""CN"",""document_kind"":""annual_report"",""fiscal_year"":2024,""as_of_date"":""2026-07-18""}' \
  | python scripts/fetch_filing.py --allow-download --timeout-seconds 600
```"
FFH-0256,SKILL.md,84,84,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",Precise fields. Unknown fields are rejected.
FFH-0257,SKILL.md,88,88,historical_requirement_or_finding,contradicted,文档Must be1.1与当前FILING_REQUEST_SCHEMA_VERSION1.2/legacy1.1同时接受矛盾，遗漏mode/authorization。,"scripts/filing_contracts.py:18–25,99–200; tests/test_latest_mode.py","| `schema_version` | yes | Must be `""1.1""` |"
FFH-0258,SKILL.md,89,89,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `company_query` | yes | Fuzzy name / brand / ticker; `entity` + `security_id` are *forbidden* |
FFH-0259,SKILL.md,90,90,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","| `document_kind` | yes | `annual_report`, `semi_annual_report`, `quarterly_report`, … |"
FFH-0260,SKILL.md,91,91,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `as_of_date` | yes | `YYYY-MM-DD` |
FFH-0261,SKILL.md,92,92,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `fiscal_year` | no | Integer (reject bool) |
FFH-0262,SKILL.md,93,93,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `market` | no | Hint only — must be `CN`/`HK`/`US` if provided; does not override verified identity |
FFH-0263,SKILL.md,94,94,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `exchange` | no | Hint only — used during the identity stage; silently ignored by the upstream `--entity` source commands and discarded by filing-fetch |
FFH-0264,SKILL.md,95,95,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `form_type` | no | |
FFH-0265,SKILL.md,96,96,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `fiscal_period` | no | |
FFH-0266,SKILL.md,97,97,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `language` | no | |
FFH-0267,SKILL.md,98,98,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `provider` | no | |
FFH-0268,SKILL.md,99,99,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",| `provider_document_id` | no | |
FFH-0269,SKILL.md,103,103,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","Success: `{schema_version:""1.1"", status:""capture_ready"", handle:{…}}`"
